Local;strain;Date;Wait time (h);Incubation Position;Light intensity;Control growth rate (day-1);S.D.;RO5 Spation control growth rate (day-1);Start Density (RFU);Concentration;Well position;Growth_rate;Inhibition RAW;Inhibition;Replicate;Running ID
VG1-2;VG1-2_88;10/15/18;4.78;A-8;160;1.412311432;0.238438939;1.361526475;0.0025;0;D06;1.5;-0.0615;-0.0615;Control 5;VG_19
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;17.5;A01;NA;NA;1;1;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;16.2;A02;NA;NA;1;2;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;15;A03;NA;NA;1;3;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;13.89;A05;0.22;0.6612;0.6612;4;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;12.86;A06;0.31;0.5231;0.5231;5;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;11.91;B02;0.96;-0.482;-0.482;6;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;11.02;B03;0.93;-0.4375;-0.4375;7;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;10.21;B04;1.14;-0.766;-0.766;8;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;9.45;B05;1.07;-0.649;-0.649;9;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;8.75;C01;1;-0.5403;-0.5403;10;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;8.1;C02;0.79;-0.2146;-0.2146;11;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;7.5;C05;0.93;-0.4445;-0.4445;12;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;15;C06;-0.56;1.8592;1;3;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;12.86;D01;0.55;0.147;0.147;5;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;11.02;D02;1.11;-0.7232;-0.7232;7;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;15;D03;-0.8;2.236;1;3;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;12.86;D04;0.73;-0.1284;-0.1284;5;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;11.02;D05;0.9;-0.3912;-0.3912;7;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;0;A04;0.83;-0.2892;-0.2892;Control 1;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;0;B01;0.45;0.2981;0.2981;Control 2;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;0;B06;0.6;0.071;0.071;Control 3;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;0;C03;0.45;0.3002;0.3002;Control 4;VG_20
VG1-2;VG1-2_89;10/15/18;4.82;A7;181;0.646412407;0.207492379;1.438100453;0.0042;0;D06;0.89;-0.3801;-0.3801;Control 5;VG_20
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;17.5;A01;NA;NA;1;1;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;16.2;A02;NA;NA;1;2;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;15;A03;NA;NA;1;3;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;13.89;A05;-0.24;1.1595;1;4;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;12.86;A06;0.46;0.6958;0.6958;5;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;11.91;B02;0.75;0.5101;0.5101;6;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;11.02;B03;0.96;0.3742;0.3742;7;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;10.21;B04;0.9;0.4081;0.4081;8;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;9.45;B05;1.19;0.2177;0.2177;9;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;8.75;C01;1.28;0.1613;0.1613;10;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;8.1;C02;1.29;0.1521;0.1521;11;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;7.5;C05;1.43;0.0615;0.0615;12;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;15;C06;-0.71;1.4677;1;3;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;12.86;D01;0.18;0.879;0.879;5;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;11.02;D02;0.95;0.38;0.38;7;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;15;D03;NA;NA;1;3;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;12.86;D04;0.56;0.6353;0.6353;5;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;11.02;D05;0.93;0.388;0.388;7;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;0;A04;1.41;0.0758;0.0758;Control 1;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;0;B01;1.52;0.002;0.002;Control 2;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;0;B06;1.54;-0.008;-0.008;Control 3;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;0;C03;1.54;-0.0116;-0.0116;Control 4;VG_21
VG1-2;VG1-2_90;10/15/18;4.86;A8;165;1.527196092;0.073843562;1.378735887;0.004;0;D06;1.62;-0.0583;-0.0583;Control 5;VG_21
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;17.5;A01;NA;NA;1;1;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;16.2;A02;NA;NA;1;2;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;15;A03;NA;NA;1;3;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;13.89;A05;-0.4;1.3045;1;4;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;12.86;A06;0.03;0.9761;0.9761;5;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;11.91;B02;0.57;0.5624;0.5624;6;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;11.02;B03;0.7;0.4595;0.4595;7;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;10.21;B04;0.93;0.2826;0.2826;8;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;9.45;B05;1.1;0.1542;0.1542;9;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;8.75;C01;1.28;0.015;0.015;10;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;8.1;C02;1.45;-0.1187;-0.1187;11;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;7.5;C05;1.49;-0.1497;-0.1497;12;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;15;C06;-0.48;1.3689;1;3;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;12.86;D01;NA;NA;1;5;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;11.02;D02;0.84;0.3543;0.3543;7;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;15;D03;NA;NA;1;3;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;12.86;D04;-0.56;1.4311;1;5;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;11.02;D05;0.72;0.4439;0.4439;7;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;0;A04;1.36;-0.0448;-0.0448;Control 1;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;0;B01;0.9;0.3087;0.3087;Control 2;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;0;B06;1.33;-0.0266;-0.0266;Control 3;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;0;C03;1.57;-0.2092;-0.2092;Control 4;VG_22
VG1-2;VG1-2_93;10/15/18;4.9;B8;167;1.299947879;0.245416723;1.417369269;0.003;0;D06;1.34;-0.0281;-0.0281;Control 5;VG_22
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;17.5;A01;NA;NA;1;1;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;16.2;A02;NA;NA;1;2;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;15;A03;NA;NA;1;3;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;13.89;A05;-0.18;1.1239;1;4;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;12.86;A06;-0.25;1.1789;1;5;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;11.91;B02;0.45;0.6823;0.6823;6;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;11.02;B03;0.66;0.5392;0.5392;7;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;10.21;B04;0.91;0.362;0.362;8;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;9.45;B05;1.26;0.1181;0.1181;9;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;8.75;C01;1.21;0.153;0.153;10;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;8.1;C02;1.39;0.0249;0.0249;11;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;7.5;C05;1.44;-0.0148;-0.0148;12;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;15;C06;-0.24;1.171;1;3;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;12.86;D01;-0.4;1.2836;1;5;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;11.02;D02;0.63;0.5603;0.5603;7;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;15;D03;NA;NA;1;3;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;12.86;D04;-0.27;1.1904;1;5;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;11.02;D05;0.78;0.4506;0.4506;7;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;0;A04;1.43;-0.0078;-0.0078;Control 1;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;0;B01;1.31;0.0816;0.0816;Control 2;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;0;B06;1.48;-0.0368;-0.0368;Control 3;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;0;C03;1.46;-0.0238;-0.0238;Control 4;VG_23
VG1-2;VG1-2_94;10/15/18;4.94;C8;170;1.423368271;0.066849239;1.374520392;0.0027;0;D06;1.44;-0.0133;-0.0133;Control 5;VG_23
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;17.5;A01;NA;NA;1;1;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;16.2;A02;-0.61;1.4394;1;2;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;15;A03;-0.36;1.2603;1;3;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;13.89;A05;0.28;0.7969;1;4;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;12.86;A06;0.4;0.7129;1;5;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;11.91;B02;1.16;0.1714;0.1714;6;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;11.02;B03;1.18;0.1563;0.1563;7;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;10.21;B04;1.26;0.0988;0.0988;8;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;9.45;B05;1.38;0.0118;0.0118;9;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;8.75;C01;1.48;-0.0601;-0.0601;10;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;8.1;C02;1.49;-0.0638;-0.0638;11;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;7.5;C05;1.22;0.1239;0.1239;12;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;15;C06;-0.5;1.3567;1;3;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;12.86;D01;0.78;0.4444;0.4444;5;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;11.02;D02;1.16;0.1705;0.1705;7;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;15;D03;-0.52;1.3746;1;3;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;12.86;D04;0.6;0.5692;0.5692;5;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;11.02;D05;1.15;0.175;0.175;7;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;0;A04;1.06;0.2405;0.2405;Control 1;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;0;B01;0.86;0.3826;0.3826;Control 2;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;0;B06;0.92;0.3431;0.3431;Control 3;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;0;C03;1.09;0.2219;0.2219;Control 4;VG_24
VG1-2;VG1-2_95;10/15/18;4.98;D8;179;1.396335831;0.095668111;1.437469457;0.0031;0;D06;1.02;0.2725;0.2725;Control 5;VG_24
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;17.5;A01;NA;NA;1;1;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;16.2;A02;NA;NA;1;2;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;15;A03;-0.13;1.082;1;3;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;13.89;A05;0.55;0.6531;0.6531;4;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;12.86;A06;0.55;0.6557;0.6557;5;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;11.91;B02;1;0.3679;0.3679;6;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;11.02;B03;1.02;0.3564;0.3564;7;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;10.21;B04;1.28;0.1968;0.1968;8;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;9.45;B05;1.51;0.0478;0.0478;9;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;8.75;C01;1.56;0.0181;0.0181;10;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;8.1;C02;1.51;0.0511;0.0511;11;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;7.5;C05;1.51;0.0492;0.0492;12;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;15;C06;0.08;0.9503;0.9503;3;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;12.86;D01;0.24;0.847;0.847;5;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;11.02;D02;1.36;0.1452;0.1452;7;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;15;D03;-0.45;1.2837;1;3;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;12.86;D04;0.55;0.654;0.654;5;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;11.02;D05;1.09;0.3164;0.3164;7;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;0;A04;1.6;-0.0101;-0.0101;Control 1;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;0;B01;1.6;-0.0099;-0.0099;Control 2;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;0;B06;1.56;0.0189;0.0189;Control 3;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;0;C03;1.67;-0.0528;-0.0528;Control 4;VG_25
VG1-2;VG1-2_99;10/15/18;5.02;E8;172;1.588585322;0.062734709;1.396445545;0.0044;0;D06;1.5;0.0538;0.0538;Control 5;VG_25
VG1-2;VG1-2_103;10/15/18;5.05;F6;182;1.854407372;0.07367902;1.502078035;0.0042;17.5;A01;NA;NA;1;1;VG_26
VG1-2;VG1-2_103;10/15/18;5.05;F6;182;1.854407372;0.07367902;1.502078035;0.0042;16.2;A02;NA;NA;1;2;VG_26
VG1-2;VG1-2_103;10/15/18;5.05;F6;182;1.854407372;0.07367902;1.502078035;0.0042;15;A03;-0.61;1.3285;1;3;VG_26
VG1-2;VG1-2_103;10/15/18;5.05;F6;182;1.854407372;0.07367902;1.502078035;0.0042;13.89;A05;-0.17;1.0931;1;4;VG_26
VG1-2;VG1-2_103;10/15/18;5.05;F6;182;1.854407372;0.07367902;1.502078035;0.0042;12.86;A06;0.35;0.8094;0.8094;5;VG_26
VG1-2;VG1-2_103;10/15/18;5.05;F6;182;1.854407372;0.07367902;1.502078035;0.0042;11.91;B02;1.13;0.3905;0.3905;6;VG_26
